1 啊！老师，多么神圣的职务啊;啊！老师，多么的刻敬职守啊
1 桂林山水，壮美多姿，山清水秀;西双版纳，中国奇观，热带雨林
1 西双版纳，中国奇观，热带雨林;青藏高原，世界屋脊，颠峰重叠。
1 为人民服务是宗旨，为人民服务要切身处地;为人民服务要落到实处
1 为人民服务要落到实处;为人民服务要全心全意为老百姓服务。
1 应该是培养造就高素质创造性人才的摇篮;应该是认识未知世界、探求客观真理、为人类解决面临的重大课题提供科学依据的前沿
1 应该是认识未知世界、探求客观真理、为人类解决面临的重大课题提供科学依据的前沿;应该是知识创新、推动科学技术成果向现实生产力转化的重要力量
1 应该是知识创新、推动科学技术成果向现实生产力转化的重要力量;应该是民族优秀文化与世界先进文明成果交流借鉴的桥梁。
1 为了目标，我们奋勇向前;为了目标，我们勇往直前
1 为了目标，我们勇往直前;为了目标，我们无畏无惧
1 为了目标，我们无畏无惧;为了目标，我们奋不顾身
1 为了目标，我们奋不顾身;为了目标，我们坚定不移
1 为了目标，我们坚定不移;为了目标，我们绝不回头
1 为了目标，我们绝不回头;为了目标，我们引吭高歌。
1 梧桐树叶像小鸭的小脚掌;银杏树叶像一把黄色的小扇子
1 银杏树叶像一把黄色的小扇子;杨树树叶像一颗火红的爱心
1 杨树树叶像一颗火红的爱心;枇杷树叶像一条小巧的小船。
1 我们爱冬天，冬天是个时装设计师，为大地披上了雪白的衣裳;我们爱冬天，冬天是个魔术师，送给每个人大大的棉花糖
1 我们爱冬天，冬天是个魔术师，送给每个人大大的棉花糖;我们爱冬天，冬天是个音乐家，用各种各样的风谱写乐章
1 我们爱冬天，冬天是个音乐家，用各种各样的风谱写乐章;我们爱冬天，冬天是严厉的老师，用严寒与风雪做教鞭，教育我们拥有顽强的意志。
1 我们自信，如同春天的清风在阳光下拂过明媚的脸;我们自信，如同夏天的雷雨在骤风中吹打失败的伤
1 我们自信，如同夏天的雷雨在骤风中吹打失败的伤;我们自信，如同秋天的枫叶在晚风里旋转过云淡的蓝天
1 我们自信，如同秋天的枫叶在晚风里旋转过云淡的蓝天;我们自信，如同冬天的白雪在星空下泛起璀璨的光芒。
1 如果你还能感动，证明你的血管不曾硬化，你的神经还未麻木;如果你还能感动，证明你仍能注视世界，仍能认识自己。
1 我们要向雷锋一样为人民服务;我们要向解放军一样为人民服务
1 我们要向解放军一样为人民服务;我们要向党员一样为人民服务。
1 我爱秋天，天地澄明的意境，“晴空一鹤排云上，便引诗情到碧霄”;我爱冬天，万里雪飘的原野，“已是悬崖百丈冰，犹有花枝俏”。
1 我爱春天，桃红柳绿的江南，“日出江花红胜火，春来江水绿如蓝”;我爱夏天，碧波荡漾的池塘“小荷才露尖尖角，早有蜻蜓立上头。”
1 我爱夏天，碧波荡漾的池塘“小荷才露尖尖角，早有蜻蜓立上头。”;我爱秋天，天地澄明的意境，“晴空一鹤排云上，便引诗情到碧霄”
1 我爱秋天，天地澄明的意境，“晴空一鹤排云上，便引诗情到碧霄”;我爱冬天，“万里雪飘的原野，已是悬崖百丈冰，犹有花枝俏。”
1 我爱水的柔，柔如绿色的丝绸;我爱水的动，动如矫健的游龙
1 我爱水的动，动如矫健的游龙;我爱水的缓，缓如凝结的玉脂
1 我爱水的缓，缓如凝结的玉脂;我爱水的急，急如奔腾的骏马。
1 我是一只蜜蜂，在祖国的花园里，飞来飞去，不知疲倦地为祖国酿制甘甜的蜂蜜;我是一只紫燕，在祖国的蓝天上，穿越千家万户，向祖国向人民报告春的信息
1 我是一只紫燕，在祖国的蓝天上，穿越千家万户，向祖国向人民报告春的信息;我是一滴雨点，在祖国的原野上，从天而降，滋润干渴的禾苗
1 我是一滴雨点，在祖国的原野上，从天而降，滋润干渴的禾苗;我是一株青松，在祖国的边疆，傲然屹立，显示出庄严的身姿。
1 我渴望春天，因为它是我们冲破冬天的战利品;我渴望春天，因为它是一个充满美好的季节
1 我渴望春天，因为它是一个充满美好的季节;我渴望春天，因为在那里我们会找到更高的梦想。
1 我渴望有一双翅膀，一双像鸟儿一样可以飞翔的翅膀;我渴望有一双翅膀，一双像儿时一样幻想的翅膀
1 我渴望有一双翅膀，一双像儿时一样幻想的翅膀;我渴望有一双翅膀，一双像天使一样美丽的翅膀
1 我渴望自己是一条鱼，可以在大海里自由的遨游;我渴望自己是一只鸟，可以在天空中自由的飞翔
1 我渴望自己是一只鸟，可以在天空中自由的飞翔;我渴望自己是一棵树，可以在大地上自由的生长
1 我渴望自己是一棵树，可以在大地上自由的生长;我渴望自己是一切与自由有关的事物。
1 我渴望成功，渴望在一次次的考试中得到成功;我渴望成功，渴望在一次次的尝试中得到成功
1 我渴望成功，渴望在一次次的尝试中得到成功;我渴望成功，渴望在一次次的挑战中得到成功。
1 我渴望有一个幸福的家庭，一家人守在小天地其乐融融;我渴望有一台自己的电脑，在网络我渴望自己有大把钞票，办个学校造福人类
1 我渴望有一台自己的电脑，在网络我渴望自己有大把钞票，办个学校造福人类;我渴望自己快点长大，把自己的青春献给祖国。
1 我渴望我是鱼，遨游浩翰的海洋;我渴望我是马，驰骋辽阔的草原
1 我渴望我是马，驰骋辽阔的草原;我渴望我是鹰，搏击无际的蓝天。
1 我渴望有一双善听的耳朵，聆听人间的天籁;我渴望有一对善良的明眸，洞察世间百态
1 我渴望有一对善良的明眸，洞察世间百态;我渴望有一对圣洁的翅膀，翱翔于广袤的宙宇。
1 我渴望春天，因为蒙蒙的小雨有如我思念的绵长;我渴望登上高峰，因为你的鼓励让我充满追求的执着
1 我渴望登上高峰，因为你的鼓励让我充满追求的执着;我渴望时光倒流，因为曾经的美好回忆让我如醉如痴。
1 我渴望春天，因为他是个花草繁盛的季节;我渴望夏天，因为他是个火盛的季节
1 我渴望夏天，因为他是个火盛的季节;我渴望秋天，因为他是个果实累累的季节
1 我渴望秋天，因为他是个果实累累的季节;我渴望冬天，因为他是个洁白无暇的季节。
1 我渴望拥有一双翅膀，向着蓝天蝉翅飞翔;我渴望拥有一支马良的神笔，让鲜花在神州大地开放
1 我渴望拥有一支马良的神笔，让鲜花在神州大地开放;我渴望拥有务求的智慧，早日让人类能够移居到另一个星球上。
1 我渴望自己变成一棵树，为人类创造绿色的环境;我渴望自己变成一个医生，为人类去除疾病，尤其是疑难杂症
1 我渴望自己变成一个医生，为人类去除疾病，尤其是疑难杂症;我渴望自己变成一颗星星，一闪一闪照亮大地
1 我渴望自己变成一颗星星，一闪一闪照亮大地;我渴望自己变成一轮火红的太阳，让万物在阳光下茁壮成长。
1 我渴望自己能有妈妈，在我伤心的时候陪伴我;我渴望自己有爸爸，在我被人欺负的时候保护我
1 我渴望自己有爸爸，在我被人欺负的时候保护我;我渴望自己能有朋友，与我一起分享快乐。
1 我向往一种生活状态，叫做——安详，安详就像夕阳下散步的老人，任云卷云舒;我也憧憬另一种生活状态，叫做——拼搏，拼搏就像暴风雨中的海燕，任雷鸣电闪
1 我也憧憬另一种生活状态，叫做——拼搏，拼搏就像暴风雨中的海燕，任雷鸣电闪;我也憧憬另一种生活状态，叫做——紧张，紧张就像夜色里赶路的人，任月出月落
1 我也憧憬另一种生活状态，叫做——紧张，紧张就像夜色里赶路的人，任月出月落;我也憧憬另一种生活状态，叫做——奋进，奋进就像海上行驶的帆船，任浪打风吹。　
1 我也憧憬另一种生活状态，叫做——拼搏，拼搏就像暴风雨中的海燕，任雷鸣电闪;我也憧憬另一种生活状态，叫做——紧张，紧张就像夜色里赶路的人，任月出月落
1 我也憧憬另一种生活状态，叫做——紧张，紧张就像夜色里赶路的人，任月出月落;我也憧憬另一种生活状态，叫做——奋进，奋进就像海上行驶的帆船，任浪打风吹。
1 我忘不了，忘不了罗马鲜花广场上，面对熊熊烈火，布鲁诺自若的神情;我忘不了，忘不了硝烟弥漫的战场，高举手臂时，董存瑞嘴角的微笑
1 我忘不了，忘不了硝烟弥漫的战场，高举手臂时，董存瑞嘴角的微笑;我忘不了，忘不了卡斯特罗在法庭上高昂的头颅
1 我忘不了，忘不了卡斯特罗在法庭上高昂的头颅;我忘不了，忘不了江姐在刑场上整齐的鬓发
1 我忘不了，忘不了江姐在刑场上整齐的鬓发;我忘不了，忘不了德国总理在犹太人目前长久的跪拜
1 我忘不了，忘不了德国总理在犹太人目前长久的跪拜;我忘不了，忘不了特里萨修女同饥寒交迫的平民紧握的双手。
1 我们为伟大的中华民族而骄傲;我们为是中华民族的儿女而骄傲。
1 我们明白，我们的双肩将托负起您明天的希望;我们清楚，我们的双手将创造出您未来的辉煌
1 我们清楚，我们的双手将创造出您未来的辉煌;我们预见，我们的双脚将踏上一条光明的大道。
1 我们祝福你的生日，我的中国，愿你永远没有忧患，永远宁静;我们祝福你的生日，我的中国，愿你月儿常圆，儿女永远欢乐
1 我們是航船，老师是燈塔;我們是花朵，老师是太陽
1 我們是花朵，老师是太陽;我們是種子，老师是雨露。
1 我深深地爱着我的祖国，搏动的心脏跳动着五千年的脉搏;我深深地爱着我的祖国，涌动的血液奔腾着长江黄河的浪波
1 我深深地爱着我的祖国，涌动的血液奔腾着长江黄河的浪波;我深深地爱着我的祖国，黄色的皮肤印着祖先留下的颜色。
1 我看见深邃的宇宙，蔚蓝的地球;我看见神秘的希腊，浪漫的埃及
1 我看见神秘的希腊，浪漫的埃及;我看见雄伟的长城，我美丽的家。
1 我看见，丰收的硕果压弯枝头;我看见，机器转动得自由欢畅
1 我看见，机器转动得自由欢畅;我看见，人造卫星和宇宙飞船闪射着太阳的光芒
1 我看见，人造卫星和宇宙飞船闪射着太阳的光芒;我看见，基因密码带领我们走进自然科学的殿堂。
1 我自豪你的悠久，数千年的狂风吹不折你挺拔的脊背;我自豪你的坚强，抵住内忧外患闯过岁月蹉跎
1 我自豪你的坚强，抵住内忧外患闯过岁月蹉跎;我自豪你的光明，中华民族把自己的命运牢牢掌握
1 我自豪你的光明，中华民族把自己的命运牢牢掌握;我自豪你的精神，改革勇往直前开放气势磅礴。
1 我是你巍峨大厦上的一粒石子;我是你滔滔江水中的一朵浪花
1 我是你滔滔江水中的一朵浪花;我是你无垠土地上一片的泥土
1 我是你无垠土地上一片的泥土;我是你连绵群山中的一个皱褶。
1 我的目标是可以实现的，在这个暑假能把作文写好;我的目标是平凡的，把学习搞好就行了
1 我的目标是平凡的，把学习搞好就行了;我的目标是朴实的，把自己的性格改改
1 我的目标是朴实的，把自己的性格改改;我的目标是真实的，再为妈妈做一道美味佳肴
1 我的目标是真实的，再为妈妈做一道美味佳肴;我的目标是我自己的，让我来完成吧！
1 我想握住你的手，一双粗糙而又有力的手;我想握住你的手，一双勤俭而又节约的手
1 我想握住你的手，一双勤俭而又节约的手;我想握住你的手，一双挣钱养家的大手
